image_path,image_shape,Nose,LEye,REye,LEar,REar,LShoulder,RShoulder,LElbow,RElbow,LWrist,RWrist,LHip,RHip,LKnee,RKnee,LAnkle,RAnkle,y
goddess/00000389.jpg,"(400, 600)","(296.2163391113281, 115.81735229492188)","(302.74066162109375, 106.0308837890625)","(286.4299011230469, 106.0308837890625)","(319.0514221191406, 92.98226928710938)","(270.1191101074219, 96.24443054199219)","(338.6243591308594, 99.50657653808594)","(247.2840118408203, 99.50657653808594)","(381.0323791503906, 161.48751831054688)","(208.13816833496094, 154.96319580078125)","(416.91607666015625, 216.94415283203125)","(172.25445556640625, 210.41983032226562)","(319.0514221191406, 233.25491333007812)","(263.5948181152344, 233.25491333007812)","(423.4403991699219, 243.0413818359375)","(159.20584106445312, 243.0413818359375)","(416.91607666015625, 357.216796875)","(168.99229431152344, 357.216796875)",1
goddess/00000321.jpg,"(276, 368)","(188.8521270751953, 57.82441329956055)","(194.88768005371094, 53.80070114135742)","(184.8284149169922, 53.80070114135742)","(198.91139221191406, 57.82441329956055)","(176.781005859375, 55.812557220458984)","(208.9706573486328, 85.9903564453125)","(164.7098846435547, 83.97850036621094)","(233.11289978027344, 102.0851821899414)","(146.60321044921875, 98.06147003173828)","(204.9469451904297, 94.03776550292969)","(178.79286193847656, 92.02591705322266)","(200.92323303222656, 162.44078063964844)","(166.72174072265625, 162.44078063964844)","(259.2669982910156, 180.54747009277344)","(112.40170288085938, 176.5237579345703)","(249.2077178955078, 242.9148712158203)","(112.40170288085938, 240.9030303955078)",1
goddess/00000188.jpg,"(365, 580)","(294.9828796386719, 82.91149139404297)","(302.0224609375, 75.87193298339844)","(287.94329833984375, 75.87193298339844)","(309.06201171875, 78.21845245361328)","(278.5572509765625, 80.56497192382812)","(325.4876403808594, 115.76277160644531)","(262.131591796875, 118.10929870605469)","(377.111083984375, 106.37669372558594)","(210.5081329345703, 115.76277160644531)","(386.4971923828125, 61.79280471801758)","(196.4290008544922, 73.52540588378906)","(323.14111328125, 211.97010803222656)","(278.5572509765625, 214.316650390625)","(384.150634765625, 258.90057373046875)","(217.5476837158203, 258.90057373046875)","(388.84368896484375, 329.296142578125)","(215.20115661621094, 333.98919677734375)",1
goddess/00000336.jpg,"(500, 332)","(166.36122131347656, 205.45440673828125)","(171.4720001220703, 202.04721069335938)","(162.9540252685547, 202.04721069335938)","(176.58277893066406, 208.86158752441406)","(156.13966369628906, 208.86158752441406)","(186.80435180664062, 231.00831604003906)","(144.21449279785156, 232.7119140625)","(220.87623596191406, 217.3795623779297)","(111.84619140625, 219.08316040039062)","(236.20860290527344, 190.12205505371094)","(99.92102813720703, 195.2328338623047)","(181.69358825683594, 297.4485168457031)","(151.02886962890625, 299.1521301269531)","(224.28343200683594, 336.6311950683594)","(111.84619140625, 340.03839111328125)","(225.9870147705078, 386.0354309082031)","(111.84619140625, 387.739013671875)",1
goddess/00000264.jpg,"(451, 730)","(430.9501953125, 95.04375457763672)","(442.2001953125, 89.41874694824219)","(425.3251953125, 86.60624694824219)","(453.4501953125, 92.23125457763672)","(411.2626953125, 83.79374694824219)","(464.7001953125, 148.4812469482422)","(383.1376953125, 137.2312469482422)","(473.1376953125, 221.6062469482422)","(346.5751953125, 190.6687469482422)","(439.3876953125, 204.7312469482422)","(360.6376953125, 196.2937469482422)","(442.2001953125, 258.16876220703125)","(383.1376953125, 255.3562469482422)","(523.7626953125, 314.41876220703125)","(307.2001953125, 311.60626220703125)","(509.7001953125, 412.85626220703125)","(332.5126953125, 410.04376220703125)",1
goddess/00000264.jpg,"(451, 730)","(387.23736572265625, 164.7427978515625)","(396.55615234375, 160.0834197998047)","(382.5780029296875, 157.7537384033203)","(408.20458984375, 164.7427978515625)","(373.2592468261719, 160.0834197998047)","(415.19366455078125, 188.03970336914062)","(368.599853515625, 188.03970336914062)","(445.4796142578125, 206.67723083496094)","(345.3029479980469, 195.02877807617188)","(422.1827392578125, 204.3475341796875)","(363.94049072265625, 150.76466369628906)","(410.5342712402344, 269.578857421875)","(380.248291015625, 269.578857421875)","(408.20458984375, 320.83203125)","(370.9295349121094, 320.83203125)","(408.20458984375, 365.09619140625)","(368.599853515625, 367.4258728027344)",1
goddess/00000285.jpg,"(800, 600)","(256.6651306152344, 203.9443817138672)","(526.32763671875, 124.04437255859375)","(281.6338806152344, 193.95687866210938)","(276.64013671875, 198.9506378173828)","(356.5401306152344, 198.9506378173828)","(231.69638061523438, 293.8319091796875)","(391.4963684082031, 283.8443908691406)","(101.85887145996094, 263.869384765625)","(501.3588562011719, 218.92562866210938)","(81.88386535644531, 149.01312255859375)","(511.3464050292969, 119.05062103271484)","(266.6526184082031, 533.5319213867188)","(376.51513671875, 518.5506591796875)","(121.8338623046875, 623.4193725585938)","(446.4276428222656, 568.4881591796875)","(141.8088836669922, 773.2318725585938)","(471.3963928222656, 723.2943725585938)",1
goddess/00000135.jpeg,"(640, 427)","(215.35694885253906, 233.54367065429688)","(226.1996612548828, 226.315185546875)","(208.1284637451172, 222.70094299316406)","(237.04237365722656, 237.1579132080078)","(193.67149353027344, 233.54367065429688)","(262.3420715332031, 280.52880859375)","(168.37181091308594, 280.52880859375)","(331.0126647949219, 248.00062561035156)","(96.0870132446289, 251.6148681640625)","(334.6268615722656, 175.7158203125)","(81.63004302978516, 179.33006286621094)","(240.65660095214844, 421.4841613769531)","(175.6002960205078, 421.4841613769531)","(352.6980895996094, 457.6265869140625)","(70.78732299804688, 454.0123291015625)","(312.9414367675781, 558.8253173828125)","(85.24427795410156, 562.4395751953125)",1
goddess/00000219.jpg,"(500, 600)","(299.3581848144531, 111.66313171386719)","(311.83319091796875, 99.18811798095703)","(286.8831787109375, 99.18811798095703)","(327.42694091796875, 105.42562866210938)","(268.1706848144531, 105.42562866210938)","(346.1394348144531, 177.15687561035156)","(246.3394317626953, 177.15687561035156)","(389.80194091796875, 239.53187561035156)","(205.79566955566406, 245.76937866210938)","(321.189453125, 242.650634765625)","(286.8831787109375, 239.53187561035156)","(324.3081970214844, 305.025634765625)","(258.814453125, 305.025634765625)","(417.8706970214844, 361.16314697265625)","(155.89566040039062, 364.2818908691406)","(405.39569091796875, 442.2506103515625)","(165.2519073486328, 445.3693542480469)",1
goddess/00000360.jpg,"(433, 779)","(379.948486328125, 141.60963439941406)","(387.37188720703125, 136.66070556640625)","(374.99957275390625, 136.66070556640625)","(394.79522705078125, 141.60963439941406)","(365.10174560546875, 139.13516235351562)","(409.64202880859375, 173.77760314941406)","(355.2038879394531, 176.25205993652344)","(429.43768310546875, 129.23731994628906)","(332.93377685546875, 131.7117919921875)","(444.284423828125, 87.1715087890625)","(318.0870056152344, 87.1715087890625)","(404.6930847167969, 267.80706787109375)","(360.15283203125, 267.80706787109375)","(476.452392578125, 285.1282958984375)","(288.39349365234375, 285.1282958984375)","(469.029052734375, 356.88763427734375)","(295.8168640136719, 356.88763427734375)",1
goddess/00000366.jpg,"(500, 730)","(381.7803649902344, 118.82473754882812)","(389.9031982421875, 113.40951538085938)","(373.6575622558594, 113.40951538085938)","(400.7336120605469, 121.5323486328125)","(362.8271179199219, 118.82473754882812)","(416.979248046875, 167.56163024902344)","(341.1662902832031, 164.85403442382812)","(484.66937255859375, 162.14642333984375)","(273.47613525390625, 162.14642333984375)","(495.49981689453125, 102.5791015625)","(268.0609436035156, 102.5791015625)","(398.0260009765625, 275.8658447265625)","(346.58148193359375, 273.15826416015625)","(481.9617614746094, 313.7723693847656)","(268.0609436035156, 316.4799499511719)","(479.2541809082031, 400.41571044921875)","(270.7685546875, 400.41571044921875)",1
goddess/00000115.jpg,"(2048, 1985)","(912.6500244140625, 645.6721801757812)","(943.6500244140625, 614.6721801757812)","(881.6500244140625, 630.1721801757812)","(1021.1500244140625, 645.6721801757812)","(835.1500244140625, 661.1721801757812)","(1083.14990234375, 816.1721801757812)","(788.6500244140625, 847.1721801757812)","(1346.64990234375, 831.6721801757812)","(509.6500244140625, 847.1721801757812)","(1563.64990234375, 816.1721801757812)","(277.1500244140625, 831.6721801757812)","(1036.64990234375, 1250.172119140625)","(819.6500244140625, 1250.172119140625)","(1408.64990234375, 1374.172119140625)","(432.1500244140625, 1358.672119140625)","(1362.14990234375, 1730.672119140625)","(432.1500244140625, 1746.172119140625)",1
goddess/00000313.jpg,"(640, 360)","(176.91172790527344, 216.62176513671875)","(181.85633850097656, 209.20486450195312)","(169.4948272705078, 209.20486450195312)","(181.85633850097656, 201.7879638671875)","(152.18873596191406, 201.7879638671875)","(186.80093383789062, 233.9278564453125)","(132.4103546142578, 241.3447723388672)","(196.69012451171875, 283.3738708496094)","(112.6319351196289, 293.2630615234375)","(201.63473510742188, 327.875244140625)","(149.71644592285156, 298.2076416015625)","(189.27322387695312, 342.70904541015625)","(144.77183532714844, 345.18133544921875)","(246.1361083984375, 377.32122802734375)","(90.3812484741211, 404.51654052734375)","(236.24691772460938, 441.6010437011719)","(95.32584381103516, 473.74090576171875)",1
goddess/00000247.jpg,"(800, 1200)","(551.9000244140625, 147.3461456298828)","(566.7140502929688, 132.5321502685547)","(537.0859985351562, 132.5321502685547)","(591.4039916992188, 142.40814208984375)","(517.3340454101562, 142.40814208984375)","(625.9700317382812, 236.23011779785156)","(477.830078125, 241.16810607910156)","(744.4819946289062, 241.16810607910156)","(349.4421081542969, 251.0441131591797)","(769.1719360351562, 137.47015380859375)","(354.380126953125, 132.5321502685547)","(601.280029296875, 443.62603759765625)","(502.5200500488281, 443.62603759765625)","(729.66796875, 547.3240356445312)","(374.132080078125, 557.2000122070312)","(690.1640014648438, 651.0219116210938)","(413.6361083984375, 660.89794921875)",1
goddess/00000320.jpg,"(315, 600)","(318.46124267578125, 12.12177562713623)","(327.47857666015625, 3.104426622390747)","(309.44390869140625, 3.104426622390747)","(342.50750732421875, 6.1102094650268555)","(300.4265441894531, 9.115992546081543)","(372.56536865234375, 60.21432876586914)","(276.3802490234375, 60.21432876586914)","(450.7157287597656, 81.25480651855469)","(207.24720764160156, 78.24903869628906)","(468.7504577636719, 12.12177562713623)","(186.2067108154297, 12.12177562713623)","(363.54803466796875, 198.4803924560547)","(297.4207763671875, 198.4803924560547)","(459.73309326171875, 225.53245544433594)","(192.21827697753906, 228.53822326660156)","(339.5017395019531, -2.907139539718628)","(201.2356414794922, 312.7001953125)",1
goddess/00000101.jpg,"(1356, 2048)","(854.9345092773438, 143.6640625)","(885.4031372070312, 113.19546508789062)","(824.4659423828125, 113.19546508789062)","(923.4888916015625, 128.4297637939453)","(786.3801879882812, 128.4297637939453)","(992.043212890625, 311.2413024902344)","(733.0602416992188, 318.85845947265625)","(1159.620361328125, 509.287109375)","(580.71728515625, 471.2013854980469)","(1152.003173828125, 311.2413024902344)","(542.6315307617188, 303.6241455078125)","(961.5745849609375, 669.2471923828125)","(786.3801879882812, 661.6300659179688)","(1205.3232421875, 714.9500732421875)","(512.1629638671875, 707.3329467773438)","(1136.768798828125, 996.7843627929688)","(634.0372924804688, 966.31591796875)",1
goddess/00000210.jpg,"(957, 1300)","(668.8030395507812, 154.894775390625)","(674.4351196289062, 137.99847412109375)","(646.2745971679688, 137.99847412109375)","(663.1708374023438, 357.650634765625)","(595.5856323242188, 154.894775390625)","(685.6992797851562, 273.1690673828125)","(567.4251098632812, 261.90484619140625)","(753.2846069335938, 402.70751953125)","(567.4251098632812, 385.81121826171875)","(696.9635620117188, 329.4901123046875)","(674.4351196289062, 340.75433349609375)","(657.5387573242188, 492.82122802734375)","(561.79296875, 487.1890869140625)","(826.5020141601562, 594.1991577148438)","(505.471923828125, 605.46337890625)","(798.3414916992188, 791.3228759765625)","(443.51873779296875, 785.6907348632812)",1
goddess/00000229.jpg,"(549, 650)","(346.6585693359375, 116.00205993652344)","(356.9117126464844, 105.74893188476562)","(336.40545654296875, 105.74893188476562)","(370.58258056640625, 105.74893188476562)","(322.734619140625, 109.16663360595703)","(401.34197998046875, 167.2677001953125)","(298.8106689453125, 170.68540954589844)","(490.202392578125, 191.19166564941406)","(220.20333862304688, 187.77394104003906)","(503.87322998046875, 116.00205993652344)","(203.1147918701172, 119.41976928710938)","(391.08880615234375, 317.64691162109375)","(322.734619140625, 317.64691162109375)","(500.45550537109375, 348.40631103515625)","(209.95021057128906, 348.40631103515625)","(510.7086181640625, 471.44378662109375)","(216.78562927246094, 468.0260925292969)",1
goddess/00000164.jpg,"(461, 351)","(169.4860382080078, 91.4124984741211)","(178.1110382080078, 85.6624984741211)","(160.8610382080078, 85.6624984741211)","(189.6110382080078, 94.28750610351562)","(149.3610382080078, 94.28750610351562)","(212.6110382080078, 143.16249084472656)","(129.2360382080078, 146.03749084472656)","(275.8610534667969, 131.66249084472656)","(65.98604583740234, 137.41249084472656)","(281.6110534667969, 71.2874984741211)","(57.36104965209961, 77.0374984741211)","(201.1110382080078, 269.6625061035156)","(146.4860382080078, 269.6625061035156)","(278.7360534667969, 332.9125061035156)","(71.73604583740234, 332.9125061035156)","(264.3610534667969, 413.4125061035156)","(86.11105346679688, 413.4125061035156)",1
goddess/00000103.png,"(1200, 881)","(431.28082275390625, 309.18658447265625)","(458.21539306640625, 288.9856872558594)","(424.5472412109375, 295.7193298339844)","(512.08447265625, 302.45294189453125)","(431.28082275390625, 295.7193298339844)","(559.2199096679688, 437.1257019042969)","(397.6126708984375, 443.8593444824219)","(545.7526245117188, 571.7984008789062)","(296.6081237792969, 591.9993286132812)","(417.8135986328125, 571.7984008789062)","(384.1453857421875, 565.0647583007812)","(518.818115234375, 753.6065673828125)","(411.0799560546875, 753.6065673828125)","(579.4208374023438, 807.4757080078125)","(195.6035614013672, 780.5411376953125)","(539.0189819335938, 1090.288330078125)","(188.8699188232422, 1029.685546875)",1
goddess/00000172.jpg,"(349, 620)","(308.6900634765625, 47.66706466674805)","(317.462646484375, 41.818668365478516)","(299.9174499511719, 41.818668365478516)","(326.2352294921875, 47.66706466674805)","(291.14483642578125, 50.59125900268555)","(346.70465087890625, 97.37843322753906)","(273.59967041015625, 97.37843322753906)","(358.40142822265625, 152.9381866455078)","(261.90289306640625, 152.9381866455078)","(323.31103515625, 117.84780883789062)","(299.9174499511719, 120.77201843261719)","(332.0836181640625, 208.4979705810547)","(279.44805908203125, 208.4979705810547)","(422.7337646484375, 231.8915252685547)","(194.64630126953125, 231.8915252685547)","(413.961181640625, 322.54168701171875)","(200.4947052001953, 325.46588134765625)",1
goddess/00000255.jpg,"(600, 600)","(343.726806640625, 182.76937866210938)","(354.95806884765625, 175.28187561035156)","(336.23931884765625, 175.28187561035156)","(366.1893310546875, 186.5131378173828)","(321.2643127441406, 190.2568817138672)","(388.6518249511719, 235.181884765625)","(302.5455627441406, 223.9506378173828)","(422.3455810546875, 164.05062866210938)","(265.1080627441406, 152.8193817138672)","(452.2955627441406, 85.43186950683594)","(246.38929748535156, 74.20062255859375)","(369.9330749511719, 377.44439697265625)","(298.80181884765625, 377.44439697265625)","(482.2455749511719, 429.8569030761719)","(197.7205352783203, 414.88189697265625)","(485.98931884765625, 527.1943359375)","(175.25804138183594, 515.9630737304688)",1
goddess/00000261.png,"(278, 278)","(144.04013061523438, 96.52050018310547)","(148.46128845214844, 93.57305908203125)","(141.09268188476562, 93.57305908203125)","(151.4087371826172, 97.99422454833984)","(136.6715087890625, 93.57305908203125)","(158.77735900878906, 117.15261840820312)","(132.25035095214844, 114.20516967773438)","(195.62042236328125, 123.04751586914062)","(90.98611450195312, 120.10006713867188)","(200.04159545898438, 97.99422454833984)","(89.51239013671875, 95.04678344726562)","(154.35618591308594, 170.20663452148438)","(129.3029022216797, 168.73291015625)","(195.62042236328125, 186.41758728027344)","(85.09121704101562, 183.4701385498047)","(198.56785583496094, 230.6292266845703)","(82.14376831054688, 227.6818084716797)",1
goddess/00000303.jpg,"(315, 600)","(318.46124267578125, 12.12177562713623)","(327.47857666015625, 3.104426622390747)","(309.44390869140625, 3.104426622390747)","(342.50750732421875, 6.1102094650268555)","(300.4265441894531, 9.115992546081543)","(372.56536865234375, 60.21432876586914)","(276.3802490234375, 60.21432876586914)","(450.7157287597656, 81.25480651855469)","(207.24720764160156, 78.24903869628906)","(468.7504577636719, 12.12177562713623)","(186.2067108154297, 12.12177562713623)","(363.54803466796875, 198.4803924560547)","(297.4207763671875, 198.4803924560547)","(459.73309326171875, 225.53245544433594)","(192.21827697753906, 228.53822326660156)","(339.5017395019531, -2.907139539718628)","(201.2356414794922, 312.7001953125)",1
goddess/00000278.png,"(490, 800)","(398.041748046875, 161.9964141845703)","(404.87371826171875, 157.4417724609375)","(393.48712158203125, 157.4417724609375)","(413.9830322265625, 164.27374267578125)","(384.3778076171875, 161.9964141845703)","(425.36962890625, 196.15626525878906)","(372.9912109375, 198.43357849121094)","(445.86553955078125, 232.59339904785156)","(352.49530029296875, 230.3160858154297)","(411.7056884765625, 230.3160858154297)","(388.9324645996094, 230.3160858154297)","(420.81500244140625, 273.5852355957031)","(382.10052490234375, 273.5852355957031)","(473.19342041015625, 303.1904296875)","(329.7220764160156, 305.4677429199219)","(482.3027038574219, 369.2327880859375)","(316.0581359863281, 369.2327880859375)",1
goddess/00000173.jpg,"(472, 730)","(383.0668640136719, 132.44813537597656)","(380.7472839355469, 125.48941802978516)","(373.78857421875, 130.12857055664062)","(352.91241455078125, 148.68515014648438)","(357.55157470703125, 146.36558532714844)","(394.66473388671875, 160.2830047607422)","(352.91241455078125, 181.15916442871094)","(429.45831298828125, 111.57197570800781)","(292.603515625, 211.31361389160156)","(461.9323425292969, 69.81966400146484)","(306.5209655761719, 162.6025848388672)","(410.9017333984375, 280.9008483886719)","(371.468994140625, 280.9008483886719)","(482.80853271484375, 306.4161071777344)","(320.43841552734375, 327.2922668457031)","(478.16937255859375, 382.9620056152344)","(269.40777587890625, 366.7250061035156)",1
goddess/00000096.jpg,"(550, 800)","(403.8739013671875, 61.34848403930664)","(412.3709716796875, 52.85142135620117)","(391.12835693359375, 52.85142135620117)","(429.3651123046875, 61.34848403930664)","(374.13421630859375, 61.34848403930664)","(467.6019287109375, 150.5676727294922)","(344.39447021484375, 154.8162078857422)","(514.3358154296875, 214.29566955566406)","(297.6606140136719, 218.54420471191406)","(429.3651123046875, 214.29566955566406)","(378.38275146484375, 218.54420471191406)","(450.6077880859375, 312.011962890625)","(365.63714599609375, 307.763427734375)","(573.8152465820312, 371.4914245605469)","(242.4296417236328, 375.7399597167969)","(552.5725708007812, 494.6988220214844)","(255.1752471923828, 503.1958923339844)",1
goddess/00000191.jpg,"(630, 1200)","(589.73193359375, 244.97354125976562)","(597.1785888671875, 237.52684020996094)","(582.2852172851562, 237.52684020996094)","(607.1075439453125, 242.49131774902344)","(572.3562622070312, 242.49131774902344)","(626.9653930664062, 284.68927001953125)","(552.4984130859375, 284.68927001953125)","(684.0567626953125, 292.135986328125)","(495.4070739746094, 292.135986328125)","(698.9501342773438, 242.49131774902344)","(485.4781188964844, 242.49131774902344)","(614.5542602539062, 391.42529296875)","(567.3917846679688, 391.42529296875)","(693.9856567382812, 413.765380859375)","(490.4425964355469, 408.8009338378906)","(698.9501342773438, 493.19683837890625)","(487.9603576660156, 490.714599609375)",1
goddess/00000128.jpg,"(394, 525)","(275.5863342285156, 78.31256103515625)","(283.37457275390625, 70.52432250976562)","(265.2020263671875, 67.92823791503906)","(293.7589111328125, 78.31256103515625)","(254.8176727294922, 75.71648406982422)","(311.93145751953125, 125.04203796386719)","(231.4529266357422, 125.04203796386719)","(374.2374267578125, 143.21461486816406)","(169.14695739746094, 143.21461486816406)","(382.02569580078125, 99.08122253417969)","(166.55088806152344, 96.48513793945312)","(298.9510498046875, 247.05787658691406)","(239.24118041992188, 247.05787658691406)","(369.0452575683594, 309.3638916015625)","(166.55088806152344, 301.57562255859375)","(353.4687805175781, 384.65020751953125)","(171.7430419921875, 379.45806884765625)",1
goddess/00000176.jpg,"(630, 1200)","(614.4430541992188, 178.75210571289062)","(623.7212524414062, 172.56661987304688)","(608.2576293945312, 172.56661987304688)","(639.1849975585938, 172.56661987304688)","(598.9793701171875, 175.6593475341797)","(667.0195922851562, 225.1431884765625)","(577.3302001953125, 225.1431884765625)","(738.1526489257812, 243.6996307373047)","(512.3826293945312, 243.6996307373047)","(753.6163330078125, 181.84483337402344)","(496.9189758300781, 184.9375762939453)","(657.7413940429688, 348.852783203125)","(598.9793701171875, 348.852783203125)","(747.4308471679688, 376.68743896484375)","(503.10443115234375, 376.68743896484375)","(756.7090454101562, 481.840576171875)","(509.2899169921875, 478.747802734375)",1
goddess/00000250.jpg,"(1086, 1500)","(704.3118286132812, 264.6712646484375)","(711.9995727539062, 256.9834899902344)","(681.2484741210938, 295.4223937988281)","(781.1895751953125, 295.4223937988281)","(758.1262817382812, 272.35906982421875)","(819.62841796875, 387.67572021484375)","(642.8096313476562, 395.3634948730469)","(735.0629272460938, 333.86126708984375)","(727.3751220703125, 333.86126708984375)","(727.3751220703125, 187.7935028076172)","(727.3751220703125, 187.7935028076172)","(811.940673828125, 702.8745727539062)","(665.8729248046875, 702.8745727539062)","(1042.573974609375, 764.3767700195312)","(458.30291748046875, 764.3767700195312)","(1057.949462890625, 995.010009765625)","(450.6151428222656, 1010.3856201171875)",1
goddess/00000270.jpg,"(80, 80)","(39.29585266113281, 13.308279991149902)","(40.98078155517578, 11.623351097106934)","(38.172569274902344, 11.623351097106934)","(43.78899383544922, 12.184992790222168)","(35.36435317993164, 12.184992790222168)","(48.28213119506836, 21.73291778564453)","(31.432857513427734, 21.73291778564453)","(54.460201263427734, 34.650699615478516)","(23.569862365722656, 34.650699615478516)","(46.597206115722656, 42.51369094848633)","(31.432857513427734, 43.07533645629883)","(44.91227722167969, 45.883548736572266)","(33.11778259277344, 45.883548736572266)","(65.69306182861328, 52.061614990234375)","(12.898650169372559, 51.49997329711914)","(67.37798309326172, 72.2807388305664)","(12.898650169372559, 71.71910095214844)",1
goddess/00000355.jpg,"(500, 730)","(381.7803649902344, 118.82473754882812)","(389.9031982421875, 113.40951538085938)","(373.6575622558594, 113.40951538085938)","(400.7336120605469, 121.5323486328125)","(362.8271179199219, 118.82473754882812)","(416.979248046875, 167.56163024902344)","(341.1662902832031, 164.85403442382812)","(484.66937255859375, 162.14642333984375)","(273.47613525390625, 162.14642333984375)","(495.49981689453125, 102.5791015625)","(268.0609436035156, 102.5791015625)","(398.0260009765625, 275.8658447265625)","(346.58148193359375, 273.15826416015625)","(481.9617614746094, 313.7723693847656)","(268.0609436035156, 316.4799499511719)","(479.2541809082031, 400.41571044921875)","(270.7685546875, 400.41571044921875)",1
goddess/00000130.jpg,"(382, 625)","(301.0748291015625, 122.1432876586914)","(306.13140869140625, 114.5583724975586)","(296.0181884765625, 114.5583724975586)","(313.7163391113281, 119.61497497558594)","(288.43328857421875, 122.1432876586914)","(331.4144592285156, 155.01121520996094)","(273.26348876953125, 157.53953552246094)","(384.50885009765625, 157.53953552246094)","(217.6407928466797, 160.0678253173828)","(392.09375, 112.03006744384766)","(207.52757263183594, 114.5583724975586)","(321.3012390136719, 248.55845642089844)","(280.848388671875, 248.55845642089844)","(397.15032958984375, 273.84149169921875)","(202.47096252441406, 271.3132019042969)","(407.2635498046875, 352.2189025878906)","(194.8860626220703, 349.6905822753906)",1
goddess/00000137.jpg,"(500, 500)","(252.70858764648438, 95.89216613769531)","(264.4039306640625, 84.19685363769531)","(241.01327514648438, 84.19685363769531)","(276.0992431640625, 99.79060363769531)","(225.41952514648438, 99.79060363769531)","(311.1851806640625, 166.0640411376953)","(198.13046264648438, 166.0640411376953)","(408.6461181640625, 169.9624786376953)","(100.66952514648438, 162.1656036376953)","(432.0367431640625, 95.89216613769531)","(77.27890014648438, 95.89216613769531)","(291.6929931640625, 306.4078369140625)","(217.62265014648438, 310.3062744140625)","(432.0367431640625, 283.0172119140625)","(85.07577514648438, 286.9156494140625)","(412.5445556640625, 446.7515869140625)","(85.07577514648438, 438.9547119140625)",1
goddess/00000337.jpg,"(2448, 3264)","(1647.265380859375, 581.3040161132812)","(1690.7362060546875, 537.8330688476562)","(1618.28466796875, 537.8330688476562)","(1748.697509765625, 581.3040161132812)","(1560.323486328125, 566.8137817382812)","(1850.1295166015625, 813.14892578125)","(1444.4010009765625, 827.6392211914062)","(2212.38720703125, 827.6392211914062)","(1111.1239013671875, 827.6392211914062)","(2284.838623046875, 537.8330688476562)","(1053.1627197265625, 552.3234252929688)","(1763.187744140625, 1407.25146484375)","(1487.871826171875, 1392.760986328125)","(2168.916259765625, 1668.076904296875)","(1082.143310546875, 1624.60595703125)","(2168.916259765625, 2030.33447265625)","(1125.6142578125, 2001.353759765625)",1
goddess/00000324.jpg,"(3200, 4800)","(2366.610107421875, 1315.025146484375)","(2400.123779296875, 1281.511474609375)","(2316.339599609375, 1264.754638671875)","(2467.151123046875, 1281.511474609375)","(2249.3125, 1281.511474609375)","(2567.692138671875, 1532.86376953125)","(2132.0146484375, 1532.86376953125)","(2936.342041015625, 1482.593505859375)","(1746.607666015625, 1465.836669921875)","(3036.883056640625, 1164.2138671875)","(1629.31005859375, 1164.2138671875)","(2500.664794921875, 2203.13671875)","(2199.0419921875, 2203.13671875)","(3003.369384765625, 2353.947998046875)","(1696.3372802734375, 2370.704833984375)","(2936.342041015625, 2873.409423828125)","(1796.878173828125, 2906.923095703125)",1
goddess/00000222.jpg,"(3021, 3082)","(1523.986328125, 620.6875610351562)","(1580.611328125, 564.0625)","(1467.361328125, 564.0625)","(1656.111328125, 620.6875610351562)","(1372.986328125, 601.8125)","(1788.236328125, 922.6875)","(1221.986328125, 922.6875)","(2241.236328125, 884.9375)","(768.9863891601562, 847.1875)","(2316.736328125, 450.8125)","(674.6113891601562, 413.0625)","(1693.861328125, 1772.0625)","(1259.736328125, 1772.0625)","(2260.111328125, 2092.9375)","(731.2363891601562, 2130.6875)","(2278.986328125, 2564.812255859375)","(750.1113891601562, 2564.812255859375)",1
goddess/00000302.jpg,"(525, 525)","(252.5284881591797, 119.14840698242188)","(261.5766296386719, 110.10029602050781)","(243.48037719726562, 110.10029602050781)","(276.65679931640625, 119.14840698242188)","(234.43226623535156, 119.14840698242188)","(297.76910400390625, 173.43711853027344)","(210.303955078125, 176.45314025878906)","(327.929443359375, 218.6776885986328)","(180.14356994628906, 221.69374084472656)","(267.60870361328125, 206.61354064941406)","(240.46434020996094, 206.61354064941406)","(288.7209777832031, 303.12677001953125)","(228.40017700195312, 303.12677001953125)","(382.2181396484375, 339.3192443847656)","(125.85487365722656, 339.3192443847656)","(388.250244140625, 444.88055419921875)","(137.9190216064453, 444.88055419921875)",1
goddess/00000349.jpg,"(489, 730)","(338.24383544921875, 124.44500732421875)","(350.44384765625, 115.29500579833984)","(332.14385986328125, 115.29500579833984)","(368.74383544921875, 115.29500579833984)","(322.99383544921875, 115.29500579833984)","(393.14385986328125, 164.09500122070312)","(301.64385986328125, 157.99501037597656)","(463.2938232421875, 157.99501037597656)","(246.7438201904297, 136.64500427246094)","(475.49383544921875, 93.94499969482422)","(231.4938201904297, 81.7449951171875)","(377.89385986328125, 283.0450134277344)","(310.7938537597656, 279.9949951171875)","(444.99383544921875, 359.2950134277344)","(234.54383850097656, 325.7449951171875)","(438.89385986328125, 423.344970703125)","(252.8438262939453, 392.844970703125)",1
